args.agent_parallelism:False
without_agent start with agent
model:/home/xiaoxiang/data/Llama-3.1-8B
0 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: None
3 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: 512
INFO 10-28 15:27:42 config.py:1061] Chunked prefill is enabled with max_num_batched_tokens=512.
INFO 10-28 15:27:42 llm_engine.py:238] Initializing an LLM engine (v0.6.3.post2.dev36+g855e0e6f) with config: model='/home/xiaoxiang/data/Llama-3.1-8B', speculative_config=None, tokenizer='/home/xiaoxiang/data/Llama-3.1-8B', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, rope_scaling=None, rope_theta=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=131072, download_dir=None, load_format=LoadFormat.AUTO, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, quantization_param_path=None, device_config=cuda, decoding_config=DecodingConfig(guided_decoding_backend='outlines'), observability_config=ObservabilityConfig(otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=0, served_model_name=/home/xiaoxiang/data/Llama-3.1-8B, num_scheduler_steps=1, chunked_prefill_enabled=True multi_step_stream_outputs=True, enable_prefix_caching=True, use_async_output_proc=True, use_cached_outputs=False, mm_processor_kwargs=None)
INFO 10-28 15:27:45 model_runner.py:1055] Starting to load model /home/xiaoxiang/data/Llama-3.1-8B...
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:01<00:04,  1.51s/it]
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:03<00:03,  1.59s/it]
Loading safetensors checkpoint shards:  75% Completed | 3/4 [00:04<00:01,  1.62s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.19s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.33s/it]

INFO 10-28 15:27:51 model_runner.py:1066] Loading model weights took 14.9888 GB
INFO 10-28 15:27:52 worker.py:260] Memory profiling results: total_gpu_memory=79.15GiB initial_memory_usage=15.50GiB peak_torch_memory=16.16GiB memory_usage_post_profile=15.53Gib non_torch_memory=0.54GiB kv_cache_size=54.53GiB gpu_memory_utilization=0.90
INFO 10-28 15:27:52 gpu_executor.py:122] # GPU blocks: 27921, # CPU blocks: 2048
INFO 10-28 15:27:52 gpu_executor.py:126] Maximum concurrency for 131072 tokens per request: 3.41x
INFO 10-28 15:27:54 model_runner.py:1394] Capturing the model for CUDA graphs. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI.
INFO 10-28 15:27:54 model_runner.py:1398] CUDA graphs can take additional 1~3 GiB memory per GPU. If you are running out of memory, consider decreasing `gpu_memory_utilization` or enforcing eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
INFO 10-28 15:28:07 model_runner.py:1522] Graph capturing finished in 13 secs.
/home/xiaoxiang/vllm/agent/agent.py:630: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  warm_up(engine)
/home/xiaoxiang/vllm/agent/agent.py:776: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  without_agent( args, prompts)
one step time:0.012326717376708984
one step time:0.012313365936279297
one step time:0.012343406677246094
one step time:0.012268781661987305
one step time:0.01230311393737793
one step time:0.012331485748291016
one step time:0.012335538864135742
one step time:0.012322425842285156
one step time:0.012357711791992188
one step time:0.012320995330810547
one step time:0.012372970581054688
one step time:0.012319087982177734
one step time:0.012302637100219727
one step time:0.012281656265258789
one step time:0.012305498123168945
one step time:0.012305021286010742
one step time:0.01250600814819336
one step time:0.012863874435424805
one step time:0.012616634368896484
one step time:0.012567758560180664
one step time:0.012554407119750977
one step time:0.012554645538330078
one step time:0.012509584426879883
one step time:0.012558221817016602
one step time:0.012405633926391602
one step time:0.012427568435668945
one step time:0.012448549270629883
one step time:0.012356758117675781
one step time:0.01238703727722168
one step time:0.012372732162475586
one step time:0.01235818862915039
one step time:0.012364864349365234
one step time:0.012357234954833984
one step time:0.01241612434387207
one step time:0.01243448257446289
one step time:0.012388229370117188
one step time:0.012392044067382812
one step time:0.012432575225830078
one step time:0.012353658676147461
one step time:0.012392282485961914
one step time:0.012382030487060547
one step time:0.012376070022583008
one step time:0.01240682601928711
one step time:0.012427330017089844
one step time:0.012407302856445312
one step time:0.012385845184326172
one step time:0.012387514114379883
one step time:0.012402057647705078
one step time:0.012342691421508789
one step time:0.012385129928588867
one step time:0.01232457160949707
one step time:0.012330770492553711
one step time:0.01235198974609375
one step time:0.01236581802368164
one step time:0.012475728988647461
one step time:0.012442827224731445
one step time:0.012466907501220703
one step time:0.012442827224731445
one step time:0.012380123138427734
one step time:0.01240682601928711
one step time:0.012393951416015625
one step time:0.012337923049926758
one step time:0.012377023696899414
one step time:0.012400388717651367
one step time:0.01238393783569336
one step time:0.012434244155883789
one step time:0.012404203414916992
one step time:0.012415170669555664
one step time:0.012386798858642578
one step time:0.012379169464111328
one step time:0.012379169464111328
one step time:0.012409210205078125
one step time:0.012404203414916992
one step time:0.012381315231323242
one step time:0.012411355972290039
one step time:0.012420415878295898
one step time:0.012429952621459961
one step time:0.012370109558105469
one step time:0.012351036071777344
one step time:0.012341499328613281
one step time:0.012387990951538086
one step time:0.012373685836791992
one step time:0.01236271858215332
one step time:0.012363195419311523
one step time:0.012420654296875
one step time:0.012414216995239258
one step time:0.012410640716552734
one step time:0.012415647506713867
one step time:0.012449026107788086
one step time:0.012393712997436523
one step time:0.012390375137329102
one step time:0.012398481369018555
one step time:0.01239633560180664
one step time:0.012369155883789062
one step time:0.012348175048828125
one step time:0.012421607971191406
one step time:0.012403726577758789
one step time:0.012334585189819336
one step time:0.012354612350463867
one step time:0.01238393783569336
one step time:0.0123291015625
0 rid:0i0 and rid1:0i0 and rid2:0i1
one step time:0.03362894058227539
one step time:0.032135963439941406
one step time:0.012378215789794922
one step time:0.012421131134033203
one step time:0.012384653091430664
one step time:0.012404680252075195
one step time:0.012424468994140625
one step time:0.01239323616027832
one step time:0.012395381927490234
one step time:0.012378931045532227
one step time:0.012363195419311523
one step time:0.012418746948242188
one step time:0.012380123138427734
one step time:0.012378931045532227
one step time:0.012342691421508789
one step time:0.012404680252075195
one step time:0.012415647506713867
one step time:0.012420177459716797
one step time:0.012387752532958984
finished[-1]:{'request_id': '1', 'total_duration': 6.709209442138672, 'total_token': 530} and rid:1i0
one step time:0.012380361557006836
one step time:0.012515068054199219
one step time:0.012355327606201172
one step time:0.012340307235717773
one step time:0.012353897094726562
one step time:0.012319087982177734
one step time:0.012356042861938477
one step time:0.012307882308959961
one step time:0.012359857559204102
one step time:0.012346744537353516
one step time:0.012364625930786133
one step time:0.012381315231323242
one step time:0.012383460998535156
one step time:0.012391805648803711
one step time:0.012338638305664062
one step time:0.012334108352661133
one step time:0.012321949005126953
one step time:0.012377500534057617
one step time:0.012340545654296875
one step time:0.012356758117675781
one step time:0.01237034797668457
one step time:0.01235198974609375
one step time:0.012341499328613281
one step time:0.01233983039855957
one step time:0.012349605560302734
one step time:0.012336254119873047
one step time:0.012344598770141602
one step time:0.012340545654296875
one step time:0.012359857559204102
one step time:0.012392044067382812
one step time:0.012382745742797852
one step time:0.012363910675048828
one step time:0.01235508918762207
one step time:0.012331247329711914
one step time:0.012345552444458008
one step time:0.01233530044555664
one step time:0.012342214584350586
one step time:0.012362957000732422
one step time:0.012331247329711914
one step time:0.012337684631347656
one step time:0.012361764907836914
one step time:0.012350320816040039
one step time:0.012372016906738281
one step time:0.012353897094726562
one step time:0.012351512908935547
one step time:0.012375593185424805
one step time:0.012332677841186523
one step time:0.012723684310913086
one step time:0.013103008270263672
one step time:0.012384414672851562
one step time:0.012370824813842773
one step time:0.012320756912231445
one step time:0.012360811233520508
one step time:0.012331247329711914
one step time:0.012419700622558594
one step time:0.012629032135009766
one step time:0.012346506118774414
one step time:0.012371063232421875
one step time:0.012797832489013672
one step time:0.012633800506591797
one step time:0.012386560440063477
one step time:0.012433290481567383
one step time:0.01232147216796875
one step time:0.012374162673950195
one step time:0.01235818862915039
one step time:0.012338876724243164
one step time:0.012340307235717773
one step time:0.012351274490356445
one step time:0.01240396499633789
one step time:0.012370824813842773
one step time:0.01233983039855957
one step time:0.012352943420410156
one step time:0.012357234954833984
one step time:0.012334585189819336
one step time:0.012354850769042969
one step time:0.012330293655395508
one step time:0.012357234954833984
one step time:0.01240086555480957
one step time:0.01238250732421875
one step time:0.012379169464111328
one step time:0.012377262115478516
one step time:0.012324094772338867
one step time:0.012349367141723633
one step time:0.012346744537353516
one step time:0.012362241744995117
one step time:0.012340784072875977
one step time:0.012343645095825195
one step time:0.012373208999633789
one step time:0.01236271858215332
one step time:0.01236581802368164
one step time:0.012388229370117188
one step time:0.01236104965209961
one step time:0.01243734359741211
one step time:0.012421846389770508
one step time:0.012356996536254883
one step time:0.012363195419311523
one step time:0.012360095977783203
one step time:0.012359619140625
one step time:0.012367963790893555
one step time:0.012391805648803711
one step time:0.012382745742797852
one step time:0.012375593185424805
one step time:0.01235342025756836
one step time:0.012346506118774414
one step time:0.012360572814941406
one step time:0.012356042861938477
one step time:0.01235198974609375
one step time:0.012356042861938477
one step time:0.012363672256469727
one step time:0.012427568435668945
one step time:0.012386322021484375
one step time:0.012392044067382812
one step time:0.012357234954833984
one step time:0.012365341186523438
one step time:0.012357473373413086
one step time:0.012356996536254883
one step time:0.012348413467407227
one step time:0.012335538864135742
one step time:0.01233053207397461
one step time:0.012337207794189453
one step time:0.01235651969909668
one step time:0.012380123138427734
one step time:0.012339353561401367
one step time:0.012347698211669922
one step time:0.012340784072875977
one step time:0.012386560440063477
one step time:0.012359380722045898
one step time:0.01235198974609375
one step time:0.012355327606201172
one step time:0.012357234954833984
one step time:0.012370109558105469
one step time:0.012358903884887695
one step time:0.012381553649902344
one step time:0.012372016906738281
one step time:0.01234126091003418
one step time:0.012345075607299805
one step time:0.012344837188720703
one step time:0.012342214584350586
one step time:0.012357234954833984
one step time:0.012343883514404297
one step time:0.012343645095825195
one step time:0.012385368347167969
one step time:0.012354135513305664
one step time:0.012382745742797852
one step time:0.012380123138427734
one step time:0.012347221374511719
one step time:0.01233983039855957
one step time:0.012353181838989258
one step time:0.012337923049926758
one step time:0.012336015701293945
one step time:0.012335062026977539
one step time:0.012371301651000977
one step time:0.012325763702392578
one step time:0.012377023696899414
one step time:0.012360334396362305
one step time:0.012369394302368164
one step time:0.012370109558105469
one step time:0.012378692626953125
one step time:0.012348175048828125
one step time:0.012361764907836914
one step time:0.01236414909362793
one step time:0.012349843978881836
one step time:0.012370824813842773
one step time:0.012380599975585938
one step time:0.012379169464111328
one step time:0.012394905090332031
one step time:0.01234745979309082
one step time:0.012391328811645508
one step time:0.012355566024780273
one step time:0.012349605560302734
one step time:0.012357950210571289
one step time:0.012340068817138672
one step time:0.01239323616027832
one step time:0.012399435043334961
one step time:0.012378931045532227
one step time:0.012381315231323242
one step time:0.012355804443359375
one step time:0.01235198974609375
one step time:0.012335777282714844
one step time:0.012343406677246094
one step time:0.012341976165771484
one step time:0.012342691421508789
one step time:0.012340545654296875
one step time:0.012337923049926758
one step time:0.012340307235717773
one step time:0.012379169464111328
one step time:0.012395381927490234
one step time:0.012356042861938477
one step time:0.012362003326416016
one step time:0.012412071228027344
one step time:0.01233983039855957
one step time:0.012370824813842773
one step time:0.012373685836791992
one step time:0.012393951416015625
one step time:0.01235055923461914
one step time:0.012364625930786133
one step time:0.012400388717651367
one step time:0.012387514114379883
one step time:0.012352228164672852
one step time:0.012357473373413086
one step time:0.01233983039855957
one step time:0.012347936630249023
one step time:0.012565135955810547
one step time:0.012987613677978516
one step time:0.012643814086914062
one step time:0.012771129608154297
one step time:0.01237177848815918
one step time:0.012340307235717773
one step time:0.012340545654296875
one step time:0.012350320816040039
one step time:0.012348413467407227
one step time:0.012348413467407227
one step time:0.01238250732421875
one step time:0.012429952621459961
one step time:0.012395858764648438
one step time:0.012335777282714844
one step time:0.012352466583251953
one step time:0.01236581802368164
one step time:0.012363910675048828
one step time:0.012344598770141602
one step time:0.012349843978881836
one step time:0.012415170669555664
one step time:0.012365341186523438
one step time:0.012393474578857422
one step time:0.012368202209472656
one step time:0.01238250732421875
one step time:0.012332677841186523
one step time:0.012350082397460938
one step time:0.012345075607299805
one step time:0.012340784072875977
one step time:0.012368202209472656
one step time:0.012362241744995117
one step time:0.012380599975585938
one step time:0.012364625930786133
one step time:0.012363910675048828
one step time:0.012375831604003906
one step time:0.012442827224731445
