args.agent_parallelism:False
without_agent start with agent
model:/home/xiaoxiang/data/Llama-3.1-8B
0 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: None
3 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: 1024
INFO 10-28 15:56:43 config.py:1061] Chunked prefill is enabled with max_num_batched_tokens=1024.
INFO 10-28 15:56:43 llm_engine.py:238] Initializing an LLM engine (v0.6.3.post2.dev36+g855e0e6f) with config: model='/home/xiaoxiang/data/Llama-3.1-8B', speculative_config=None, tokenizer='/home/xiaoxiang/data/Llama-3.1-8B', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, rope_scaling=None, rope_theta=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=131072, download_dir=None, load_format=LoadFormat.AUTO, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, quantization_param_path=None, device_config=cuda, decoding_config=DecodingConfig(guided_decoding_backend='outlines'), observability_config=ObservabilityConfig(otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=0, served_model_name=/home/xiaoxiang/data/Llama-3.1-8B, num_scheduler_steps=1, chunked_prefill_enabled=True multi_step_stream_outputs=True, enable_prefix_caching=True, use_async_output_proc=True, use_cached_outputs=False, mm_processor_kwargs=None)
INFO 10-28 15:56:46 model_runner.py:1055] Starting to load model /home/xiaoxiang/data/Llama-3.1-8B...
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:01<00:04,  1.53s/it]
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:03<00:03,  1.59s/it]
Loading safetensors checkpoint shards:  75% Completed | 3/4 [00:04<00:01,  1.63s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.20s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.34s/it]

INFO 10-28 15:56:52 model_runner.py:1066] Loading model weights took 14.9888 GB
INFO 10-28 15:56:53 worker.py:260] Memory profiling results: total_gpu_memory=79.15GiB initial_memory_usage=15.50GiB peak_torch_memory=16.17GiB memory_usage_post_profile=15.53Gib non_torch_memory=0.54GiB kv_cache_size=54.53GiB gpu_memory_utilization=0.90
INFO 10-28 15:56:53 gpu_executor.py:122] # GPU blocks: 27919, # CPU blocks: 2048
INFO 10-28 15:56:53 gpu_executor.py:126] Maximum concurrency for 131072 tokens per request: 3.41x
INFO 10-28 15:56:55 model_runner.py:1394] Capturing the model for CUDA graphs. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI.
INFO 10-28 15:56:55 model_runner.py:1398] CUDA graphs can take additional 1~3 GiB memory per GPU. If you are running out of memory, consider decreasing `gpu_memory_utilization` or enforcing eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
INFO 10-28 15:57:08 model_runner.py:1522] Graph capturing finished in 13 secs.
/home/xiaoxiang/vllm/agent/agent.py:630: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  warm_up(engine)
/home/xiaoxiang/vllm/agent/agent.py:776: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  without_agent( args, prompts)
one step time:0.01248621940612793
one step time:0.012410163879394531
one step time:0.012389898300170898
one step time:0.012426376342773438
one step time:0.012408018112182617
one step time:0.012409687042236328
one step time:0.012409210205078125
one step time:0.012405157089233398
one step time:0.012482166290283203
one step time:0.012519359588623047
one step time:0.01243448257446289
one step time:0.012425661087036133
one step time:0.012421846389770508
one step time:0.01245260238647461
one step time:0.012416839599609375
one step time:0.012416362762451172
one step time:0.012442350387573242
one step time:0.012432575225830078
one step time:0.012444257736206055
one step time:0.01240992546081543
one step time:0.012415409088134766
one step time:0.01239323616027832
one step time:0.01239633560180664
one step time:0.012431621551513672
one step time:0.012422561645507812
one step time:0.012453079223632812
one step time:0.012465953826904297
one step time:0.012752771377563477
one step time:0.012445211410522461
one step time:0.012435197830200195
one step time:0.012433528900146484
one step time:0.012413978576660156
one step time:0.0124053955078125
one step time:0.012419462203979492
one step time:0.012427806854248047
one step time:0.012453794479370117
one step time:0.012442350387573242
one step time:0.012414932250976562
one step time:0.012415409088134766
one step time:0.012427568435668945
one step time:0.012411832809448242
one step time:0.012418270111083984
one step time:0.01239466667175293
one step time:0.012510538101196289
one step time:0.01242685317993164
one step time:0.012431859970092773
one step time:0.012398242950439453
one step time:0.01239633560180664
one step time:0.012429952621459961
one step time:0.012422561645507812
one step time:0.012414216995239258
one step time:0.01242685317993164
one step time:0.012427091598510742
one step time:0.01243901252746582
one step time:0.01245427131652832
one step time:0.012395381927490234
one step time:0.012446880340576172
one step time:0.012446165084838867
one step time:0.012426376342773438
one step time:0.012415170669555664
one step time:0.01240849494934082
one step time:0.012428760528564453
one step time:0.012434244155883789
one step time:0.012427091598510742
one step time:0.012520790100097656
one step time:0.012682914733886719
one step time:0.012418508529663086
one step time:0.012409687042236328
one step time:0.01242518424987793
one step time:0.012421607971191406
one step time:0.012469291687011719
one step time:0.01243901252746582
one step time:0.012428045272827148
one step time:0.012491464614868164
one step time:0.012423276901245117
one step time:0.012430191040039062
one step time:0.012410879135131836
one step time:0.012408971786499023
one step time:0.012402057647705078
one step time:0.012446165084838867
one step time:0.012465953826904297
one step time:0.012404918670654297
one step time:0.012441873550415039
one step time:0.012434959411621094
one step time:0.012452840805053711
one step time:0.012403249740600586
one step time:0.01246333122253418
one step time:0.01240682601928711
one step time:0.012436628341674805
one step time:0.012471199035644531
one step time:0.012452125549316406
one step time:0.012435674667358398
one step time:0.012387752532958984
one step time:0.012406349182128906
one step time:0.012403249740600586
one step time:0.012414216995239258
one step time:0.012408018112182617
one step time:0.012436628341674805
one step time:0.012431621551513672
one step time:0.012423038482666016
one step time:0.012390613555908203
one step time:0.012422561645507812
one step time:0.012401342391967773
one step time:0.012425422668457031
one step time:0.01242828369140625
one step time:0.012459039688110352
one step time:0.012418985366821289
one step time:0.012665271759033203
0 rid:0i0 and rid1:0i0 and rid2:0i1
one step time:0.03172421455383301
one step time:0.03102850914001465
one step time:0.012711048126220703
one step time:0.012470722198486328
one step time:0.012398719787597656
one step time:0.012419700622558594
one step time:0.012401103973388672
one step time:0.012464046478271484
one step time:0.01247262954711914
one step time:0.012420415878295898
one step time:0.01241922378540039
one step time:0.012428522109985352
one step time:0.012416601181030273
one step time:0.012395143508911133
one step time:0.012406587600708008
one step time:0.012404441833496094
one step time:0.012402057647705078
one step time:0.012427091598510742
one step time:0.012434005737304688
one step time:0.012459039688110352
one step time:0.012412786483764648
one step time:0.012415647506713867
one step time:0.012413740158081055
one step time:0.01240396499633789
one step time:0.012516498565673828
one step time:0.012407541275024414
one step time:0.012423038482666016
one step time:0.012430191040039062
one step time:0.012437820434570312
one step time:0.012413263320922852
one step time:0.01241302490234375
one step time:0.012425422668457031
one step time:0.012418270111083984
one step time:0.012403011322021484
one step time:0.01241922378540039
one step time:0.01240086555480957
one step time:0.012429237365722656
one step time:0.01245570182800293
one step time:0.012425899505615234
one step time:0.012416601181030273
one step time:0.012448310852050781
one step time:0.01239633560180664
one step time:0.012417078018188477
one step time:0.012392282485961914
one step time:0.012437105178833008
one step time:0.012431144714355469
one step time:0.012446880340576172
one step time:0.012447595596313477
one step time:0.012416601181030273
one step time:0.012413740158081055
one step time:0.012436389923095703
one step time:0.012421607971191406
one step time:0.01239156723022461
one step time:0.012418508529663086
one step time:0.012441873550415039
one step time:0.012448549270629883
one step time:0.012478113174438477
one step time:0.012408018112182617
one step time:0.01242518424987793
one step time:0.01244211196899414
one step time:0.012399435043334961
one step time:0.01241159439086914
one step time:0.012426614761352539
one step time:0.012440204620361328
one step time:0.012444019317626953
one step time:0.012435197830200195
one step time:0.0124053955078125
one step time:0.012457847595214844
one step time:0.012436628341674805
one step time:0.012561321258544922
one step time:0.012548685073852539
one step time:0.012442350387573242
one step time:0.012509822845458984
one step time:0.012454509735107422
one step time:0.012417316436767578
one step time:0.012383222579956055
one step time:0.012393474578857422
one step time:0.012419700622558594
one step time:0.012419462203979492
one step time:0.012424945831298828
one step time:0.012437105178833008
one step time:0.0124664306640625
one step time:0.012482643127441406
one step time:0.012413740158081055
one step time:0.012441873550415039
one step time:0.012412071228027344
one step time:0.012407541275024414
one step time:0.01242971420288086
one step time:0.012467622756958008
one step time:0.012452363967895508
one step time:0.01245570182800293
one step time:0.01244354248046875
one step time:0.012430667877197266
one step time:0.012411832809448242
one step time:0.01238393783569336
one step time:0.012411117553710938
one step time:0.012432098388671875
one step time:0.012452125549316406
one step time:0.012422800064086914
one step time:0.012449979782104492
one step time:0.01243448257446289
one step time:0.012415409088134766
one step time:0.01242208480834961
one step time:0.012437582015991211
one step time:0.012473344802856445
one step time:0.012403488159179688
one step time:0.012398719787597656
one step time:0.012405157089233398
one step time:0.012441396713256836
one step time:0.012441396713256836
one step time:0.012457847595214844
one step time:0.012430191040039062
one step time:0.012405633926391602
one step time:0.012427330017089844
one step time:0.012441158294677734
one step time:0.012415647506713867
one step time:0.012408256530761719
one step time:0.012457609176635742
one step time:0.01245737075805664
one step time:0.012420177459716797
one step time:0.012447118759155273
one step time:0.012398958206176758
one step time:0.012418985366821289
one step time:0.012458324432373047
one step time:0.012405633926391602
one step time:0.012399911880493164
one step time:0.012434005737304688
one step time:0.012471675872802734
one step time:0.012396097183227539
one step time:0.012405872344970703
one step time:0.012399673461914062
one step time:0.012391805648803711
one step time:0.012400388717651367
one step time:0.01240396499633789
one step time:0.012432098388671875
one step time:0.01242685317993164
one step time:0.01246953010559082
one step time:0.012440919876098633
one step time:0.012405157089233398
one step time:0.012406110763549805
one step time:0.012403249740600586
one step time:0.012411117553710938
one step time:0.012380361557006836
one step time:0.012387752532958984
one step time:0.012418270111083984
one step time:0.012424707412719727
one step time:0.012421369552612305
one step time:0.012404203414916992
one step time:0.012411832809448242
one step time:0.012431859970092773
one step time:0.012406349182128906
one step time:0.01243281364440918
one step time:0.012440204620361328
one step time:0.012409210205078125
one step time:0.012415409088134766
one step time:0.012439489364624023
one step time:0.012399673461914062
one step time:0.012399911880493164
one step time:0.012391328811645508
one step time:0.012397050857543945
one step time:0.012411355972290039
one step time:0.012435197830200195
one step time:0.012472867965698242
one step time:0.012455940246582031
one step time:0.012423038482666016
one step time:0.012434244155883789
one step time:0.012408971786499023
one step time:0.012440681457519531
one step time:0.012436389923095703
one step time:0.012418985366821289
one step time:0.012435674667358398
one step time:0.012476921081542969
one step time:0.01244974136352539
one step time:0.012446165084838867
one step time:0.01241612434387207
one step time:0.012398481369018555
one step time:0.012415170669555664
one step time:0.012398481369018555
one step time:0.012399911880493164
one step time:0.012398719787597656
one step time:0.012408733367919922
one step time:0.012422323226928711
one step time:0.012447118759155273
one step time:0.012440919876098633
one step time:0.01245570182800293
one step time:0.012399435043334961
one step time:0.012415409088134766
one step time:0.012416362762451172
one step time:0.01240682601928711
one step time:0.012404441833496094
one step time:0.012421607971191406
one step time:0.012420892715454102
one step time:0.012433528900146484
one step time:0.012393474578857422
one step time:0.012394428253173828
one step time:0.012392282485961914
one step time:0.012433528900146484
one step time:0.012407302856445312
one step time:0.012395620346069336
one step time:0.012416362762451172
one step time:0.012496232986450195
one step time:0.012440919876098633
one step time:0.012421369552612305
one step time:0.012409687042236328
one step time:0.012423276901245117
one step time:0.012392997741699219
one step time:0.01241612434387207
one step time:0.012388944625854492
one step time:0.0124053955078125
one step time:0.01242685317993164
one step time:0.012444257736206055
one step time:0.012431859970092773
one step time:0.012418985366821289
one step time:0.012404918670654297
one step time:0.012391090393066406
one step time:0.012446880340576172
one step time:0.01246953010559082
one step time:0.012425422668457031
one step time:0.012422800064086914
one step time:0.012435197830200195
one step time:0.012423038482666016
one step time:0.012411355972290039
one step time:0.012428522109985352
one step time:0.012629985809326172
one step time:0.012568473815917969
one step time:0.012427806854248047
INFO 10-28 15:57:19 metrics.py:363] Avg prompt throughput: 318.3 tokens/s, Avg generation throughput: 79.3 tokens/s, Running: 1 reqs, Swapped: 0 reqs, Pending: 0 reqs, GPU KV cache usage: 0.4%, CPU KV cache usage: 0.0%.
INFO 10-28 15:57:19 metrics.py:379] Prefix cache hit rate: GPU: 33.86%, CPU: 0.00%
one step time:0.012441396713256836
one step time:0.012462139129638672
one step time:0.012448787689208984
one step time:0.01241612434387207
one step time:0.01241159439086914
one step time:0.012473344802856445
one step time:0.012488365173339844
one step time:0.012424707412719727
one step time:0.012428522109985352
one step time:0.012412309646606445
one step time:0.012442588806152344
one step time:0.012445449829101562
one step time:0.01239466667175293
one step time:0.012411832809448242
one step time:0.012393474578857422
one step time:0.012414216995239258
