args.agent_parallelism:False
without_agent start with agent
model:/home/xiaoxiang/data/Llama-3.1-8B
0 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: None
3 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: 1536
INFO 10-28 15:42:49 config.py:1061] Chunked prefill is enabled with max_num_batched_tokens=1536.
INFO 10-28 15:42:49 llm_engine.py:238] Initializing an LLM engine (v0.6.3.post2.dev36+g855e0e6f) with config: model='/home/xiaoxiang/data/Llama-3.1-8B', speculative_config=None, tokenizer='/home/xiaoxiang/data/Llama-3.1-8B', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, rope_scaling=None, rope_theta=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=131072, download_dir=None, load_format=LoadFormat.AUTO, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, quantization_param_path=None, device_config=cuda, decoding_config=DecodingConfig(guided_decoding_backend='outlines'), observability_config=ObservabilityConfig(otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=0, served_model_name=/home/xiaoxiang/data/Llama-3.1-8B, num_scheduler_steps=1, chunked_prefill_enabled=True multi_step_stream_outputs=True, enable_prefix_caching=True, use_async_output_proc=True, use_cached_outputs=False, mm_processor_kwargs=None)
INFO 10-28 15:42:51 model_runner.py:1055] Starting to load model /home/xiaoxiang/data/Llama-3.1-8B...
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:01<00:04,  1.53s/it]
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:03<00:03,  1.60s/it]
Loading safetensors checkpoint shards:  75% Completed | 3/4 [00:04<00:01,  1.64s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.20s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.35s/it]

INFO 10-28 15:42:57 model_runner.py:1066] Loading model weights took 14.9888 GB
INFO 10-28 15:42:58 worker.py:260] Memory profiling results: total_gpu_memory=79.15GiB initial_memory_usage=15.50GiB peak_torch_memory=16.17GiB memory_usage_post_profile=15.53Gib non_torch_memory=0.54GiB kv_cache_size=54.53GiB gpu_memory_utilization=0.90
INFO 10-28 15:42:58 gpu_executor.py:122] # GPU blocks: 27917, # CPU blocks: 2048
INFO 10-28 15:42:58 gpu_executor.py:126] Maximum concurrency for 131072 tokens per request: 3.41x
INFO 10-28 15:43:00 model_runner.py:1394] Capturing the model for CUDA graphs. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI.
INFO 10-28 15:43:00 model_runner.py:1398] CUDA graphs can take additional 1~3 GiB memory per GPU. If you are running out of memory, consider decreasing `gpu_memory_utilization` or enforcing eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
INFO 10-28 15:43:13 model_runner.py:1522] Graph capturing finished in 13 secs.
/home/xiaoxiang/vllm/agent/agent.py:630: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  warm_up(engine)
/home/xiaoxiang/vllm/agent/agent.py:776: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  without_agent( args, prompts)
one step time:0.012406587600708008
one step time:0.012435197830200195
one step time:0.012432575225830078
one step time:0.01243281364440918
one step time:0.012417793273925781
one step time:0.01243448257446289
one step time:0.012426137924194336
one step time:0.012461185455322266
one step time:0.012420415878295898
one step time:0.01239466667175293
one step time:0.012478351593017578
one step time:0.012432336807250977
one step time:0.012398242950439453
one step time:0.012443780899047852
one step time:0.012475728988647461
one step time:0.012449979782104492
one step time:0.012444019317626953
one step time:0.012442588806152344
one step time:0.012407779693603516
one step time:0.01243734359741211
one step time:0.012420892715454102
one step time:0.012415647506713867
one step time:0.012454509735107422
one step time:0.012483596801757812
one step time:0.01246500015258789
one step time:0.01244211196899414
one step time:0.012404918670654297
one step time:0.012461185455322266
one step time:0.012424230575561523
one step time:0.012454986572265625
one step time:0.012429952621459961
one step time:0.012433528900146484
one step time:0.012429952621459961
one step time:0.012429237365722656
one step time:0.012411355972290039
one step time:0.012411355972290039
one step time:0.012412309646606445
one step time:0.012431859970092773
one step time:0.012424230575561523
one step time:0.012449264526367188
one step time:0.01248621940612793
one step time:0.012465715408325195
one step time:0.01242518424987793
one step time:0.012418270111083984
one step time:0.01244211196899414
one step time:0.012414693832397461
one step time:0.012431144714355469
one step time:0.012439250946044922
one step time:0.012454986572265625
one step time:0.012451648712158203
one step time:0.012465476989746094
one step time:0.012423276901245117
one step time:0.012434005737304688
one step time:0.012428760528564453
one step time:0.012416601181030273
one step time:0.012458324432373047
one step time:0.012429237365722656
one step time:0.012475967407226562
one step time:0.012437105178833008
one step time:0.01249551773071289
one step time:0.012659549713134766
one step time:0.012728214263916016
one step time:0.012692928314208984
one step time:0.012450695037841797
one step time:0.012443065643310547
one step time:0.012449979782104492
one step time:0.012443780899047852
one step time:0.012431144714355469
one step time:0.0124359130859375
one step time:0.012439250946044922
one step time:0.012484550476074219
one step time:0.012444257736206055
one step time:0.012410402297973633
one step time:0.012413740158081055
one step time:0.012480497360229492
one step time:0.012452840805053711
one step time:0.012421607971191406
one step time:0.012392759323120117
one step time:0.01246786117553711
one step time:0.012407302856445312
one step time:0.012385845184326172
one step time:0.012413501739501953
one step time:0.012401103973388672
one step time:0.01244974136352539
one step time:0.012447834014892578
one step time:0.012417078018188477
one step time:0.012415409088134766
one step time:0.012606382369995117
one step time:0.012753009796142578
one step time:0.012428045272827148
one step time:0.012428522109985352
one step time:0.012500524520874023
one step time:0.012444496154785156
one step time:0.012400388717651367
one step time:0.012410402297973633
one step time:0.012468338012695312
one step time:0.012417316436767578
one step time:0.01240992546081543
one step time:0.012450695037841797
one step time:0.012435674667358398
one step time:0.01243138313293457
one step time:0.012430191040039062
one step time:0.01239919662475586
one step time:0.012463808059692383
one step time:0.012415885925292969
one step time:0.012826204299926758
0 rid:0i0 and rid1:0i0 and rid2:0i1
one step time:0.03140616416931152
one step time:0.029101848602294922
one step time:0.012710332870483398
one step time:0.012436151504516602
one step time:0.012419700622558594
one step time:0.01239013671875
one step time:0.012428045272827148
one step time:0.012450695037841797
one step time:0.012429237365722656
one step time:0.012421131134033203
one step time:0.012426376342773438
one step time:0.01245570182800293
one step time:0.012391328811645508
one step time:0.012418985366821289
one step time:0.012404918670654297
one step time:0.012442350387573242
one step time:0.012396812438964844
one step time:0.01240849494934082
one step time:0.012698173522949219
one step time:0.01248788833618164
one step time:0.012467145919799805
one step time:0.012405157089233398
one step time:0.012426376342773438
one step time:0.012439250946044922
one step time:0.012460470199584961
one step time:0.01242518424987793
one step time:0.012416362762451172
one step time:0.012441396713256836
one step time:0.01245570182800293
one step time:0.012455940246582031
one step time:0.01241755485534668
one step time:0.012423992156982422
one step time:0.012428045272827148
one step time:0.012412309646606445
one step time:0.01239323616027832
one step time:0.012423992156982422
one step time:0.012448787689208984
one step time:0.012447834014892578
one step time:0.012433767318725586
one step time:0.012435197830200195
one step time:0.01246786117553711
one step time:0.01241159439086914
one step time:0.012458324432373047
one step time:0.01241302490234375
one step time:0.012428045272827148
one step time:0.012426137924194336
one step time:0.012447357177734375
one step time:0.012440919876098633
one step time:0.012428760528564453
one step time:0.012465238571166992
one step time:0.012395620346069336
one step time:0.012433290481567383
one step time:0.01241302490234375
one step time:0.012435197830200195
one step time:0.012388944625854492
one step time:0.012465715408325195
one step time:0.012487173080444336
one step time:0.01240229606628418
one step time:0.012433767318725586
one step time:0.012420654296875
one step time:0.01242375373840332
one step time:0.01241755485534668
one step time:0.012472391128540039
one step time:0.012453317642211914
one step time:0.012430429458618164
one step time:0.012437820434570312
one step time:0.012441396713256836
one step time:0.012445926666259766
one step time:0.012435436248779297
one step time:0.012447118759155273
one step time:0.012439966201782227
one step time:0.012423992156982422
one step time:0.012514829635620117
one step time:0.012467145919799805
one step time:0.012412548065185547
one step time:0.012441158294677734
one step time:0.012471437454223633
one step time:0.012416839599609375
one step time:0.01241612434387207
one step time:0.012477636337280273
one step time:0.012444496154785156
one step time:0.012464284896850586
one step time:0.012447118759155273
one step time:0.01242208480834961
one step time:0.012444734573364258
one step time:0.012421131134033203
one step time:0.012438535690307617
one step time:0.012440681457519531
one step time:0.012505769729614258
one step time:0.012438058853149414
one step time:0.012454032897949219
one step time:0.012432575225830078
one step time:0.012445926666259766
one step time:0.01244497299194336
one step time:0.012416362762451172
one step time:0.01241445541381836
one step time:0.012470722198486328
one step time:0.012453317642211914
one step time:0.012431144714355469
one step time:0.012449502944946289
one step time:0.012443304061889648
one step time:0.012431859970092773
one step time:0.01242375373840332
one step time:0.012440681457519531
one step time:0.012485742568969727
one step time:0.01242828369140625
one step time:0.012411355972290039
one step time:0.012435674667358398
one step time:0.012442827224731445
one step time:0.01247715950012207
one step time:0.012418270111083984
one step time:0.01243901252746582
one step time:0.012442350387573242
one step time:0.012459278106689453
one step time:0.012465238571166992
one step time:0.012742757797241211
one step time:0.012451648712158203
one step time:0.012446403503417969
one step time:0.012442350387573242
one step time:0.01248621940612793
one step time:0.012542724609375
one step time:0.012440919876098633
one step time:0.012444257736206055
one step time:0.012438774108886719
one step time:0.012459993362426758
one step time:0.012469291687011719
one step time:0.012513875961303711
one step time:0.012635231018066406
one step time:0.012438774108886719
one step time:0.012429475784301758
one step time:0.012496232986450195
one step time:0.012457609176635742
one step time:0.014448881149291992
one step time:0.012560367584228516
one step time:0.012446880340576172
one step time:0.012477874755859375
one step time:0.01253199577331543
one step time:0.012456893920898438
one step time:0.01244211196899414
one step time:0.012458562850952148
one step time:0.012454509735107422
one step time:0.01244807243347168
one step time:0.012480497360229492
one step time:0.012425661087036133
one step time:0.012476921081542969
one step time:0.012477397918701172
one step time:0.012459516525268555
one step time:0.012438774108886719
one step time:0.012436628341674805
one step time:0.012459278106689453
one step time:0.012441396713256836
one step time:0.01242375373840332
one step time:0.012491464614868164
one step time:0.012456417083740234
one step time:0.012452840805053711
one step time:0.012424707412719727
one step time:0.012424945831298828
one step time:0.012436151504516602
one step time:0.012428522109985352
one step time:0.012459278106689453
one step time:0.012449979782104492
one step time:0.01244211196899414
one step time:0.012451648712158203
one step time:0.012480020523071289
one step time:0.012443065643310547
one step time:0.012458562850952148
one step time:0.012453556060791016
one step time:0.012452840805053711
one step time:0.012495279312133789
one step time:0.012415647506713867
one step time:0.012451648712158203
one step time:0.01250600814819336
one step time:0.01243138313293457
one step time:0.012437582015991211
one step time:0.012447595596313477
one step time:0.012427806854248047
one step time:0.012472867965698242
one step time:0.012424707412719727
one step time:0.012428045272827148
one step time:0.01245737075805664
one step time:0.012491226196289062
one step time:0.012476921081542969
one step time:0.012716293334960938
one step time:0.01270151138305664
one step time:0.012503623962402344
one step time:0.012444496154785156
one step time:0.012453556060791016
one step time:0.012447118759155273
one step time:0.012412786483764648
one step time:0.012419700622558594
one step time:0.01241302490234375
one step time:0.012435436248779297
one step time:0.012429475784301758
one step time:0.012445926666259766
one step time:0.012418985366821289
one step time:0.012462854385375977
one step time:0.012464284896850586
one step time:0.012463569641113281
one step time:0.012443304061889648
one step time:0.012444019317626953
one step time:0.012515068054199219
one step time:0.01243448257446289
one step time:0.012447834014892578
one step time:0.012450695037841797
one step time:0.012487649917602539
one step time:0.01243901252746582
one step time:0.01242375373840332
one step time:0.012417793273925781
one step time:0.012442588806152344
one step time:0.012429475784301758
one step time:0.012474536895751953
one step time:0.012434005737304688
one step time:0.012492656707763672
one step time:0.01243448257446289
one step time:0.012471437454223633
one step time:0.012439250946044922
one step time:0.012466907501220703
one step time:0.012418746948242188
one step time:0.012421607971191406
one step time:0.012438297271728516
one step time:0.01243281364440918
one step time:0.012473344802856445
one step time:0.012468099594116211
one step time:0.012433290481567383
one step time:0.012433767318725586
one step time:0.012430667877197266
one step time:0.012434959411621094
one step time:0.012459516525268555
one step time:0.012450456619262695
one step time:0.012489795684814453
INFO 10-28 15:43:25 metrics.py:363] Avg prompt throughput: 318.6 tokens/s, Avg generation throughput: 79.2 tokens/s, Running: 1 reqs, Swapped: 0 reqs, Pending: 0 reqs, GPU KV cache usage: 0.4%, CPU KV cache usage: 0.0%.
INFO 10-28 15:43:25 metrics.py:379] Prefix cache hit rate: GPU: 33.86%, CPU: 0.00%
one step time:0.012483358383178711
one step time:0.012521743774414062
one step time:0.012464284896850586
one step time:0.012442827224731445
one step time:0.012407779693603516
one step time:0.012448310852050781
one step time:0.012453317642211914
one step time:0.012450695037841797
one step time:0.012441635131835938
one step time:0.01248311996459961
one step time:0.012444257736206055
one step time:0.012437820434570312
one step time:0.012412309646606445
one step time:0.012423276901245117
