args.agent_parallelism:False
without_agent start with agent
model:/home/xiaoxiang/data/Llama-3.1-8B
0 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: None
3 vllm/config.py scheduler_config.py __init__ max_num_batched_tokens: 512
INFO 10-28 15:28:30 config.py:1061] Chunked prefill is enabled with max_num_batched_tokens=512.
INFO 10-28 15:28:30 llm_engine.py:238] Initializing an LLM engine (v0.6.3.post2.dev36+g855e0e6f) with config: model='/home/xiaoxiang/data/Llama-3.1-8B', speculative_config=None, tokenizer='/home/xiaoxiang/data/Llama-3.1-8B', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, override_neuron_config=None, rope_scaling=None, rope_theta=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=131072, download_dir=None, load_format=LoadFormat.AUTO, tensor_parallel_size=1, pipeline_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, quantization_param_path=None, device_config=cuda, decoding_config=DecodingConfig(guided_decoding_backend='outlines'), observability_config=ObservabilityConfig(otlp_traces_endpoint=None, collect_model_forward_time=False, collect_model_execute_time=False), seed=0, served_model_name=/home/xiaoxiang/data/Llama-3.1-8B, num_scheduler_steps=1, chunked_prefill_enabled=True multi_step_stream_outputs=True, enable_prefix_caching=True, use_async_output_proc=True, use_cached_outputs=False, mm_processor_kwargs=None)
INFO 10-28 15:28:33 model_runner.py:1055] Starting to load model /home/xiaoxiang/data/Llama-3.1-8B...
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:01<00:04,  1.48s/it]
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:03<00:03,  1.56s/it]
Loading safetensors checkpoint shards:  75% Completed | 3/4 [00:04<00:01,  1.61s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.18s/it]
Loading safetensors checkpoint shards: 100% Completed | 4/4 [00:05<00:00,  1.32s/it]

INFO 10-28 15:28:39 model_runner.py:1066] Loading model weights took 14.9888 GB
INFO 10-28 15:28:40 worker.py:260] Memory profiling results: total_gpu_memory=79.15GiB initial_memory_usage=15.50GiB peak_torch_memory=16.16GiB memory_usage_post_profile=15.53Gib non_torch_memory=0.54GiB kv_cache_size=54.53GiB gpu_memory_utilization=0.90
INFO 10-28 15:28:40 gpu_executor.py:122] # GPU blocks: 27921, # CPU blocks: 2048
INFO 10-28 15:28:40 gpu_executor.py:126] Maximum concurrency for 131072 tokens per request: 3.41x
INFO 10-28 15:28:42 model_runner.py:1394] Capturing the model for CUDA graphs. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI.
INFO 10-28 15:28:42 model_runner.py:1398] CUDA graphs can take additional 1~3 GiB memory per GPU. If you are running out of memory, consider decreasing `gpu_memory_utilization` or enforcing eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
INFO 10-28 15:28:55 model_runner.py:1522] Graph capturing finished in 13 secs.
/home/xiaoxiang/vllm/agent/agent.py:630: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  warm_up(engine)
/home/xiaoxiang/vllm/agent/agent.py:776: DeprecationWarning: The keyword arguments {'inputs'} are deprecated and will be removed in a future update. Please use the 'prompt' parameter instead.
  without_agent( args, prompts)
one step time:0.012645959854125977
one step time:0.012611150741577148
one step time:0.012613296508789062
one step time:0.012643814086914062
one step time:0.012628316879272461
one step time:0.012602090835571289
one step time:0.01266932487487793
one step time:0.012599706649780273
one step time:0.012514591217041016
one step time:0.012588024139404297
one step time:0.01260995864868164
one step time:0.012579679489135742
one step time:0.012625455856323242
one step time:0.012621641159057617
one step time:0.0125579833984375
one step time:0.012629508972167969
one step time:0.012568235397338867
one step time:0.012592792510986328
one step time:0.012609481811523438
one step time:0.012676239013671875
one step time:0.012618780136108398
one step time:0.012548446655273438
one step time:0.012601852416992188
one step time:0.012575626373291016
one step time:0.012562036514282227
one step time:0.012627124786376953
one step time:0.012652397155761719
one step time:0.012636899948120117
one step time:0.012591361999511719
one step time:0.012651443481445312
one step time:0.012602567672729492
one step time:0.01261758804321289
one step time:0.01258230209350586
one step time:0.012612342834472656
one step time:0.01259756088256836
one step time:0.01260519027709961
one step time:0.01261591911315918
one step time:0.012598991394042969
one step time:0.012601852416992188
one step time:0.012584447860717773
one step time:0.012596607208251953
one step time:0.012597322463989258
one step time:0.01256418228149414
one step time:0.012620925903320312
one step time:0.012553215026855469
one step time:0.012645483016967773
one step time:0.01262664794921875
one step time:0.01261281967163086
one step time:0.012613296508789062
one step time:0.012546539306640625
one step time:0.01256561279296875
one step time:0.012637853622436523
one step time:0.012698650360107422
one step time:0.012632369995117188
one step time:0.012599706649780273
one step time:0.012591838836669922
one step time:0.012629985809326172
one step time:0.012577056884765625
one step time:0.012617349624633789
one step time:0.012778043746948242
one step time:0.012862682342529297
one step time:0.012552738189697266
one step time:0.012605428695678711
one step time:0.01260685920715332
one step time:0.012608051300048828
one step time:0.01262044906616211
one step time:0.012603998184204102
one step time:0.012614250183105469
one step time:0.012617349624633789
one step time:0.012587308883666992
one step time:0.012649059295654297
one step time:0.012639045715332031
one step time:0.012607574462890625
one step time:0.01257777214050293
one step time:0.01266026496887207
one step time:0.012703418731689453
one step time:0.012709856033325195
one step time:0.012671947479248047
one step time:0.012624263763427734
one step time:0.012669086456298828
one step time:0.012622833251953125
one step time:0.012696981430053711
one step time:0.012717247009277344
one step time:0.012664794921875
one step time:0.012674331665039062
one step time:0.012668848037719727
one step time:0.012688159942626953
one step time:0.012670516967773438
one step time:0.01273345947265625
one step time:0.012677907943725586
one step time:0.012644290924072266
one step time:0.012706756591796875
one step time:0.01269388198852539
one step time:0.012701034545898438
one step time:0.012670040130615234
one step time:0.012650251388549805
one step time:0.01263570785522461
one step time:0.012647628784179688
one step time:0.012665987014770508
one step time:0.012690067291259766
one step time:0.012735128402709961
one step time:0.012662172317504883
one step time:0.012671709060668945
one step time:0.012691974639892578
one step time:0.012640714645385742
one step time:0.012732982635498047
one step time:0.012731075286865234
one step time:0.012720346450805664
one step time:0.012712955474853516
one step time:0.012713432312011719
one step time:0.012680530548095703
one step time:0.012725114822387695
one step time:0.012686491012573242
0 rid:0i0 and rid1:0i0 and rid2:0i1
one step time:0.03445792198181152
0 rid:2i0 and rid1:2i0 and rid2:2i1
one step time:0.03369641304016113
0 rid:3i0 and rid1:3i0 and rid2:3i1
one step time:0.03334307670593262
one step time:0.03317451477050781
one step time:0.012758255004882812
one step time:0.012758970260620117
one step time:0.012748003005981445
one step time:0.012747526168823242
one step time:0.012678384780883789
one step time:0.012739896774291992
one step time:0.012721061706542969
one step time:0.013329505920410156
one step time:0.01297307014465332
one step time:0.01266932487487793
one step time:0.012677907943725586
one step time:0.012721538543701172
one step time:0.012748956680297852
one step time:0.013030052185058594
one step time:0.012691736221313477
finished[-1]:{'request_id': '1', 'total_duration': 6.968268871307373, 'total_token': 530} and rid:1i0
one step time:0.012591361999511719
one step time:0.01274728775024414
one step time:0.012626409530639648
one step time:0.012629270553588867
one step time:0.012648820877075195
one step time:0.012568473815917969
one step time:0.012547731399536133
one step time:0.012532234191894531
one step time:0.012545585632324219
one step time:0.012592077255249023
one step time:0.01257467269897461
one step time:0.012543439865112305
one step time:0.01260066032409668
one step time:0.012638092041015625
one step time:0.012575864791870117
one step time:0.012578248977661133
one step time:0.012552738189697266
one step time:0.012645483016967773
one step time:0.012612342834472656
one step time:0.012526273727416992
one step time:0.012593746185302734
one step time:0.012572050094604492
one step time:0.012546062469482422
one step time:0.012652397155761719
one step time:0.012598276138305664
one step time:0.012608051300048828
one step time:0.012628316879272461
one step time:0.012583255767822266
one step time:0.012578487396240234
one step time:0.01265716552734375
one step time:0.012646198272705078
one step time:0.01261758804321289
one step time:0.012560606002807617
one step time:0.01261758804321289
one step time:0.012629508972167969
one step time:0.012588024139404297
one step time:0.012678861618041992
one step time:0.012564897537231445
one step time:0.01256251335144043
one step time:0.012584686279296875
one step time:0.012561798095703125
one step time:0.012642145156860352
one step time:0.01266026496887207
one step time:0.012532711029052734
one step time:0.012570858001708984
one step time:0.012583494186401367
one step time:0.01253819465637207
one step time:0.012727737426757812
one step time:0.012648582458496094
one step time:0.012670278549194336
one step time:0.01256108283996582
one step time:0.012578248977661133
one step time:0.012636423110961914
one step time:0.012594938278198242
one step time:0.012624025344848633
one step time:0.012644052505493164
one step time:0.012574434280395508
one step time:0.012580394744873047
one step time:0.012574911117553711
one step time:0.012601137161254883
one step time:0.012542247772216797
one step time:0.01265716552734375
one step time:0.012578010559082031
one step time:0.012570858001708984
one step time:0.01258707046508789
one step time:0.01254582405090332
one step time:0.012557744979858398
one step time:0.012609481811523438
one step time:0.012648344039916992
one step time:0.012583255767822266
one step time:0.012750864028930664
one step time:0.012592077255249023
one step time:0.012619733810424805
one step time:0.012575387954711914
one step time:0.012603759765625
one step time:0.012562036514282227
one step time:0.01263737678527832
one step time:0.01262354850769043
one step time:0.012559652328491211
one step time:0.012534141540527344
one step time:0.012576580047607422
one step time:0.012618780136108398
one step time:0.0125885009765625
one step time:0.012576103210449219
one step time:0.012585639953613281
one step time:0.012556076049804688
one step time:0.012607097625732422
one step time:0.012593507766723633
one step time:0.012591361999511719
one step time:0.012593269348144531
one step time:0.01260685920715332
one step time:0.012600421905517578
one step time:0.012574195861816406
one step time:0.012744903564453125
one step time:0.012602090835571289
one step time:0.012603759765625
one step time:0.01257181167602539
one step time:0.012607097625732422
one step time:0.012607574462890625
one step time:0.012619256973266602
one step time:0.012637615203857422
one step time:0.012635946273803711
one step time:0.012953042984008789
one step time:0.012577295303344727
one step time:0.012607336044311523
one step time:0.012591361999511719
one step time:0.012580156326293945
one step time:0.012604236602783203
one step time:0.012648820877075195
one step time:0.012668132781982422
one step time:0.012629270553588867
one step time:0.012580156326293945
one step time:0.012616395950317383
one step time:0.01260995864868164
one step time:0.012650728225708008
one step time:0.012554645538330078
one step time:0.012702703475952148
one step time:0.012586593627929688
one step time:0.012618303298950195
one step time:0.012590169906616211
one step time:0.012612342834472656
one step time:0.012565135955810547
one step time:0.012605667114257812
one step time:0.012630701065063477
one step time:0.012594223022460938
one step time:0.012637615203857422
one step time:0.012636899948120117
one step time:0.012610435485839844
one step time:0.012598276138305664
one step time:0.012575149536132812
one step time:0.012638092041015625
one step time:0.012650728225708008
one step time:0.012653350830078125
one step time:0.012585878372192383
one step time:0.012545108795166016
one step time:0.012542009353637695
one step time:0.012528181076049805
one step time:0.012604713439941406
one step time:0.012628555297851562
one step time:0.01282358169555664
one step time:0.012589216232299805
one step time:0.012653827667236328
one step time:0.012573719024658203
one step time:0.012577533721923828
one step time:0.012593984603881836
one step time:0.01264047622680664
one step time:0.012612104415893555
one step time:0.012568235397338867
one step time:0.012607336044311523
one step time:0.01251673698425293
one step time:0.012534141540527344
one step time:0.012616157531738281
one step time:0.012583494186401367
one step time:0.012597084045410156
one step time:0.012542247772216797
one step time:0.012592315673828125
one step time:0.012593746185302734
one step time:0.012574195861816406
one step time:0.012559175491333008
one step time:0.012636184692382812
one step time:0.012569665908813477
one step time:0.012578010559082031
one step time:0.01270604133605957
one step time:0.012537002563476562
one step time:0.012606382369995117
one step time:0.012620925903320312
one step time:0.012616395950317383
one step time:0.012543678283691406
one step time:0.012591123580932617
one step time:0.012581586837768555
one step time:0.012605428695678711
one step time:0.012878894805908203
one step time:0.012626171112060547
one step time:0.012631416320800781
one step time:0.012573003768920898
one step time:0.012563228607177734
one step time:0.012593269348144531
one step time:0.012562990188598633
one step time:0.012645721435546875
one step time:0.012607097625732422
one step time:0.012608528137207031
one step time:0.012589454650878906
one step time:0.012594938278198242
one step time:0.012575387954711914
one step time:0.012601613998413086
one step time:0.012731790542602539
one step time:0.01261591911315918
one step time:0.012558698654174805
one step time:0.012622594833374023
one step time:0.012634992599487305
one step time:0.012585878372192383
one step time:0.012575864791870117
one step time:0.012575387954711914
one step time:0.012574434280395508
one step time:0.012631654739379883
one step time:0.012620687484741211
one step time:0.012592792510986328
one step time:0.012629270553588867
one step time:0.012629985809326172
one step time:0.012579202651977539
one step time:0.012555599212646484
one step time:0.012569189071655273
one step time:0.012562274932861328
one step time:0.012592792510986328
one step time:0.012605905532836914
one step time:0.012686491012573242
one step time:0.012637853622436523
one step time:0.012634515762329102
one step time:0.013102293014526367
one step time:0.012703180313110352
one step time:0.012766122817993164
one step time:0.012582063674926758
one step time:0.012668371200561523
INFO 10-28 15:29:06 metrics.py:363] Avg prompt throughput: 392.4 tokens/s, Avg generation throughput: 266.8 tokens/s, Running: 3 reqs, Swapped: 0 reqs, Pending: 0 reqs, GPU KV cache usage: 0.6%, CPU KV cache usage: 0.0%.
